,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
16,,40.758434,-73.98568,New York Marriott Marquis ,,wikivoyage,red,"1535 Broadway, Theater District ",https://www.marriott.com/hotels/travel/nycmq-new-york-marriott-marquis/ ,Filming locations and places featured on the show_New York City_Manhattan,"The venue for the Able Mentally Challenged Adults benefit — where Kramer, whose slurred speech after a novocaine injection at the dentist led him to be mistaken for developmentally disabled, was the guest of honor — is also the place where Jerry's attempts to woo Miss Rhode Island (who was staying in Room 417) were constantly frustrated by her chaperone, Kramer, and where Mr. Lippman's press conference for Jake Jarmel's new book went awry.","(40.758434, -73.98568)",,,,,,,,,"(40.758434, -73.98568)"
15,,40.758555,-73.993342,Beckett Theatre ,,wikivoyage,red,"410 W. 42nd St., Hell's Kitchen ",https://bfany.org/ ,Filming locations and places featured on the show_New York City_Manhattan,"The tiny Off-Broadway playhouse, part of Theatre Row, that ran ''Jerry Seinfeld Is the Devil'', a one-woman show written and performed by Susan's old roommate Sally Weaver, who claims Jerry has ruined her life.","(40.758555, -73.993342)",,,,,,,,,"(40.758555, -73.993342)"
14,,40.759284,-73.960093,Sutton East Tennis Club ,,wikivoyage,red,"488 E. 60th St., Lenox Hill ",https://suttoneasttennis.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Where horrible tennis player Miloš offers Jerry a date with his wife as compensation for deceptively selling him an expensive racquet, and where Kramer is put into a coma after repeatedly getting hit with tennis balls.","(40.759284, -73.960093)",,,,,,,,,"(40.759284, -73.960093)"
13,,40.759316,-73.978757,Guild 50th Street Theatre ,,wikivoyage,red,"33 W. 50th St., Theater District ", ,Filming locations and places featured on the show_New York City_Manhattan,"Movie theater where Jerry was forced at gunpoint by a friend of Kramer's to film an illegal bootleg of ''Death Blow'' with a concealed camcorder, where Elaine loudly declared her hatred for ''The English Patient'' in front of Mr. Peterman, and where Kramer unsuccessfully tried to go to the bathroom during a bout of constipation. Now home to an '''Anthropologie''' clothing store (but the old marquee is still in front of the entrance!)","(40.759316, -73.978757)",,,,,,,,,"(40.759316, -73.978757)"
12,,40.759462,-73.991364,The Improv ,,wikivoyage,red,"358 W. 44th St., Hell's Kitchen ",https://improv.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"The comedy club where Jerry delivered all the stand-up bits that opened and closed each episode of the first seven seasons — even after 1992, when the real-life one closed. If you want to catch a comedy show, The Improv is now a chain with locations in twenty cities nationwide (prominently ''ex''cluding New York); if you'd rather delve deeper into Seinfeldiana, the old location is now home to the '''Producers Club Theater''', starting point for the famous '''[[#Reality Tour","(40.759462, -73.991364)",,,,,,,,,"(40.759462, -73.991364)"
11,,40.759683,-73.994199,Manhattan Plaza Racquet Club ,,wikivoyage,red,"450 W. 43rd St., Hell's Kitchen ",https://advantagetennisclubs.com/tennis-clubs/mprc/ ,Filming locations and places featured on the show_New York City_Manhattan,"The setting of a pair of mishaps involving Elaine: in Season 3, she eliminates herself from ""The Contest"" after John F. Kennedy Jr. joins her aerobics class; in Season 6, she loans Mr. Pitt's tennis racket to a representative of Doubleday Publishing in hopes of landing a new job.{{anchor","(40.759683, -73.994199)",,,,,,,,,"(40.759683, -73.994199)"
9,,40.759722,-73.98875,St. Luke's Lutheran Church ,,wikivoyage,red,"308 W. 46th St., Hell's Kitchen ",http://stlukesnyc.org/ ,Filming locations and places featured on the show_New York City_Manhattan,"Stand-in for the unnamed Catholic church where Jerry, frustrated with the Jewish jokes told by recent convert Tim Whatley, sidles into a confessional to tattle on him to a priest for also telling a joke about the Pope and Raquel Welch.","(40.759722, -73.98875)",,,,,,,,,"(40.759722, -73.98875)"
8,,40.759722,-73.979167,Radio City Music Hall ,,wikivoyage,red,"1260 Avenue of the Americas, Theater District ",https://www.msg.com/radio-city-music-hall/ ,Filming locations and places featured on the show_New York City_Manhattan,"Site of the 1997 Tony Awards, where Jerry takes his girlfriend Lanette on a date, and Kramer works as a seat filler (and somehow manages to win an award for his ""performance"" in the fictional musical ''Scarsdale Surprise'').","(40.759722, -73.979167)",,,,,,,,,"(40.759722, -73.979167)"
7,,40.760174,-73.965511,Bruno ,,wikivoyage,red,"240 E. 58th St., Midtown East ",http://www.clubasteakhouse.com/locations/ ,Filming locations and places featured on the show_New York City_Manhattan,"Site of Kramer and Mickey's double date in ""The Yada Yada"", where they couldn't decide which girl was right for which guy. Still in business, but under a new name: '''Club A Steakhouse'''.","(40.760174, -73.965511)",,,,,,,,,"(40.760174, -73.965511)"
6,,40.760886,-73.972551,New York Friars Club ,,wikivoyage,red,"57 E. 55th St., Midtown East ",http://www.friarsclub.com ,Filming locations and places featured on the show_New York City_Manhattan,"If you're lucky enough to be invited to dinner here, don't forget your jacket — or at least don't lose the one they give you at the door. Jerry did just that in Season 7, and it cost him membership in the club!","(40.760886, -73.972551)",,,,,,,,,"(40.760886, -73.972551)"
5,,40.761372,-73.997197,Manhattan Mini Storage ,,wikivoyage,red,"543 W. 43rd St., Hell's Kitchen ",https://www.manhattanministorage.com/locations/hells-kitchen-storage ,Filming locations and places featured on the show_New York City_Manhattan,"Where, much to his chagrin, Jerry discovers that Kramer is letting Newman illegally store undelivered mail in Jerry's storage unit.","(40.761372, -73.997197)",,,,,,,,,"(40.761372, -73.997197)"
4,,40.762848,-73.972244,600 Madison Avenue ,,wikivoyage,red,[[Manhattan/Midtown East, ,Filming locations and places featured on the show_New York City_Manhattan,"Home of the fictional '''Pendant Publishing''', where Elaine worked as a copy editor from the second through the fifth season (and George too, for one disastrous third-season episode).","(40.762848, -73.972244)",,,,,,,,,"(40.762848, -73.972244)"
3,,40.762919,-73.980768,1325 Avenue of the Americas ,,wikivoyage,red,[[Manhattan/Theater District,http://www.paramount-group.com/property/1325-avenue-americas/ ,Filming locations and places featured on the show_New York City_Manhattan,"Fictional headquarters of the '''J. Peterman Catalog''', where Elaine worked for the three final seasons of the show.","(40.762919, -73.980768)",,,,,,,,,"(40.762919, -73.980768)"
2,,40.7633,-73.9842,Virginia Theatre ,,wikivoyage,red,"245 W. 52nd St., [[Manhattan/Theater District",http://www.jujamcyn.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Shortly after a whirlwind visit to the Met, Elaine's ""close talker"" boyfriend takes her and Jerry's parents here to see a production of ''My Fair Lady'' — much to Elaine's annoyance.","(40.7633, -73.9842)",,,,,,,,,"(40.7633, -73.9842)"
1,,40.765314,-73.980442,Trattoria dell'Arte ,,wikivoyage,red,"900 Seventh Ave., Midtown ",https://www.trattoriadellarte.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Over dinner here, Jerry sympathizes with George over his inability to find the right woman — later hitting on the idea of hooking her up with Cynthia, a friend of Elaine's.","(40.765314, -73.980442)",,,,,,,,,"(40.765314, -73.980442)"
0,,40.765382,-73.983431,Soup Kitchen International ,,wikivoyage,red,"259A W. 55th St., [[Manhattan/Theater District",https://originalsoupman.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"""The Soup Nazi"" was a real-life person, Ali Yeganeh — and by all accounts, the experience at his restaurant was more or less exactly how it was depicted in the Season 7 episode of the same name. Yeganeh has always resented the fame (or notoriety) that his portrayal on ''Seinfeld'' brought him, but after the original restaurant closed in 2004, he somewhat reluctantly parlayed it to relaunch his business as a chain that now counts four locations across the Northeast (including the original).","(40.765382, -73.983431)",,,,,,,,,"(40.765382, -73.983431)"
28,,40.76571,-73.982859,Symphony Café ,,wikivoyage,red,"238 W. 56th St., Midtown ", ,Filming locations and places featured on the show_New York City_Manhattan,"Over dinner here, Elaine sympathizes with her friend Cynthia over her inability to find the right man — later hitting on the idea of hooking her up with George. Closed; now the home of '''[https://www.fujisushinyc.com/ Fuji Sushi]'''.","(40.76571, -73.982859)",,,,,,,,,"(40.76571, -73.982859)"
27,,40.764198,-73.96259,Manhattan East Medical Offices ,,wikivoyage,red,"225 E. 64th St., Lenox Hill ", ,Filming locations and places featured on the show_New York City_Manhattan,"Home of Dr. Tim Whatley's dental office, as well as the office of the proctologist whom Frank consults to remove ""The Fusilli Jerry"" from his nether regions.","(40.764198, -73.96259)",,,,,,,,,"(40.764198, -73.96259)"
26,,40.76432,-73.966859,Pasteur Pharmacy ,,wikivoyage,red,"806 Lexington Ave., Lenox Hill ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where Elaine bargains hard for the last case of recently-recalled Today contraceptive sponges in the city. Still open as of December 2018, and ""The Sponge"" is back on the market, so buy as many as you want.","(40.76432, -73.966859)",,,,,,,,,"(40.76432, -73.966859)"
25,,40.76434,-73.95424,New York Hospital — Cornell Medical Center ,,wikivoyage,red,"525 E. 68th St., Lenox Hill ",https://www.nyp.org/locations/newyork-presbyterian-weill-cornell-medical-center ,Filming locations and places featured on the show_New York City_Manhattan,"Where Kramer visits the ailing Poppie bearing gifts of chili and wine in ""The Couch"" and scores a primo parking space thanks to his ""ASSMAN"" vanity license plate in ""The Fusilli Jerry""; where Bette Midler convalesces after her injury on the softball diamond in ""The Understudy""; where George's reaction to Susan's death is one of ""repressed jubilation"" (in ""The Invitations"") and later recovers from his own injuries that put ""The Summer of George"" on ice.","(40.76434, -73.95424)",,,,,,,,,"(40.76434, -73.95424)"
24,,40.764528,-73.974444,Plaza Hotel ,,wikivoyage,red,"768 Fifth Ave., Garment District ",https://www.theplazany.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Elaine reluctantly gives up her free suite here (given to her after lying that she was in from out of town on a job interview) to Jerry's parents, who really ''are'' in from out of town — and after they trash the room and ring up hundreds of dollars worth of extra charges, she's stuck with the bill!","(40.764528, -73.974444)",,,,,,,,,"(40.764528, -73.974444)"
23,,40.764597,-73.970902,Barneys ,,wikivoyage,red,"660 Madison Ave., Upper East Side ",https://www.barneys.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Home of the ""skinny mirrors"" that fool Elaine into buying a dress that doesn't quite look the same when she gets home; also where Kramer gets stuck in a fitting room in his underwear after selling the clothes off his back to Kenny Bania and where George charges a sable fur hat to the Peterman expense account.","(40.764597, -73.970902)",,,,,,,,,"(40.764597, -73.970902)"
22,,40.765116,-73.965683,JoJo ,,wikivoyage,red,"160 E. 64th St., Lenox Hill ",http://www.jojorestaurantnyc.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Fancy restaurant where Elaine and Peterman hit it off over their mutual love of fine couture in ""The Understudy"".","(40.765116, -73.965683)",,,,,,,,,"(40.765116, -73.965683)"
21,,40.765259,-73.975737,Mickey Mantle's ,,wikivoyage,red,"42 Central Park South, [[Manhattan/Theater District", ,Filming locations and places featured on the show_New York City_Manhattan,"Kramer pays the former New York Yankee himself a visit here in Season 4 to apologize for punching him in the mouth during a brawl at baseball fantasy camp, only to get (literally) thrown out of the restaurant by security. Mickey Mantle's closed in 2012, 17 years after the death of its namesake, and is now the site of a spray tanning salon.","(40.765259, -73.975737)",,,,,,,,,"(40.765259, -73.975737)"
20,,40.76638,-73.953719,Sotheby's ,,wikivoyage,red,"1334 York Ave., Lenox Hill ",https://www.sothebys.com/en/about/locations/new-york ,Filming locations and places featured on the show_New York City_Manhattan,"Peterman sends Elaine here twice to bid on items for his collection of obscure memorabilia: first in ""The Bottle Deposit"" for a set of golf clubs that belonged to John F. Kennedy; later in ""The Frogger"" for a slice of cake from Edward VIII's wedding to Wallis Simpson.","(40.76638, -73.953719)",,,,,,,,,"(40.76638, -73.953719)"
